name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom
"Vivid Marsh",0,"Land",B,"lrw","278",uncommon,Black,Owned,Non-foil,false,,,"","",28517,false
"Flamekin Bladewhirl",1,"Creature - Elemental Warrior",R,"lrw","165",uncommon,null,Owned,Non-foil,false,,,"","",28715,false
"Flamekin Brawler",1,"Creature - Elemental Warrior",R,"lrw","166",common,null,Owned,Non-foil,false,,,"","",28277,false
"Flamekin Harbinger",1,"Creature - Elemental Shaman",R,"lrw","167",uncommon,null,Owned,Non-foil,false,,,"","",28281,false
"Intimidator Initiate",1,"Creature - Goblin Shaman",R,"shm","96",common,null,Owned,Non-foil,false,,,"","",29367,false
"Mudbutton Clanger",1,"Creature - Goblin Warrior",R,"mor","95",common,null,Owned,Non-foil,false,,,"","",29114,false
"Adder-Staff Boggart",2,"Creature - Goblin Warrior",R,"lrw","148",common,null,Owned,Non-foil,false,,,"","",28683,false
"Ashling the Pilgrim",2,"Legendary Creature - Elemental Shaman",R,"lrw","149",rare,null,Owned,Non-foil,false,,,"","",28369,false
"Boggart Sprite-Chaser",2,"Creature - Goblin Warrior",R,"lrw","156",common,null,Owned,Non-foil,false,,,"","",28731,false
"Brighthearth Banneret",2,"Creature - Elemental Warrior",R,"mor","88",common,null,Owned,Non-foil,false,,,"","",29042,false
"Fire-Belly Changeling",2,"Creature - Shapeshifter",R,"lrw","164",common,null,Owned,Non-foil,false,,,"","",28483,false
"Flamekin Spitfire",2,"Creature - Elemental Shaman",R,"lrw","168",uncommon,null,Owned,Non-foil,false,,,"","",28417,false
"Glarewielder",2,"Creature - Elemental Shaman",R,"lrw","171",uncommon,null,Owned,Non-foil,false,,,"","",28669,false
"Heartlash Cinder",2,"Creature - Elemental Warrior",R,"eve","56",common,null,Owned,Non-foil,false,,,"","",29932,false
"Mudbrawler Cohort",2,"Creature - Goblin Warrior",R,"shm","100",common,null,Owned,Non-foil,false,,,"","",29451,false
"Rustrazor Butcher",2,"Creature - Goblin Warrior",R,"shm","105",common,null,Owned,Non-foil,false,,,"","",29567,false
"Soulbright Flamekin",2,"Creature - Elemental Shaman",R,"lrw","190",common,null,Owned,Non-foil,false,,,"","",28481,false
"Cinder Pyromancer",3,"Creature - Elemental Shaman",R,"eve","50",common,null,Owned,Non-foil,false,,,"","",29960,false
"Countryside Crusher",3,"Creature - Giant Warrior",R,"mor","89",rare,null,Owned,Non-foil,false,,,"","",29146,false
"Fire Juggler",3,"Creature - Goblin Shaman",R,"mor","90",common,null,Owned,Non-foil,false,,,"","",28994,false
"Incandescent Soulstoke",3,"Creature - Elemental Shaman",R,"lrw","178",rare,null,Owned,Non-foil,false,,,"","",28419,false
"Seething Pathblazer",3,"Creature - Elemental Warrior",R,"mor","101",common,null,Owned,Non-foil,false,,,"","",29164,false
"Sensation Gorger",3,"Creature - Goblin Shaman",R,"mor","102",rare,null,Owned,Non-foil,false,,,"","",28996,false
"Spitebellows",3,"Creature - Elemental",R,"mor","105",uncommon,null,Owned,Non-foil,false,,,"","",28948,false
"Taurean Mauler",3,"Creature - Shapeshifter",R,"mor","109",rare,null,Owned,Non-foil,false,,,"","",29202,false
"Boldwyr Heavyweights",4,"Creature - Giant Warrior",R,"mor","85",rare,null,Owned,Non-foil,false,,,"","",28950,false
"Cragganwick Cremator",4,"Creature - Giant Shaman",R,"shm","87",rare,null,Owned,Non-foil,false,,,"","",29863,false
"Deep-Slumber Titan",4,"Creature - Giant Warrior",R,"shm","89",rare,null,Owned,Non-foil,false,,,"remove","",29603,false
"Horde of Boggarts",4,"Creature - Goblin",R,"shm","94",uncommon,null,Owned,Non-foil,false,,,"","",29609,false
"Hotheaded Giant",4,"Creature - Giant Warrior",R,"eve","57",common,null,Owned,Non-foil,false,,,"","",30086,false
"Lightning Crafter",4,"Creature - Goblin Shaman",R,"mor","93",rare,null,Owned,Non-foil,false,,,"","",29118,false
"Lowland Oaf",4,"Creature - Giant Warrior",R,"lrw","184",common,null,Owned,Non-foil,false,,,"","",28443,false
"Nova Chaser",4,"Creature - Elemental Warrior",R,"lrw","187",rare,null,Owned,Non-foil,false,,,"","",28287,false
"Stingmoggie",4,"Creature - Elemental",R,"mor","106",common,null,Owned,Non-foil,false,,,"","",29064,false
"Tar Pitcher",4,"Creature - Goblin Shaman",R,"lrw","193",uncommon,null,Owned,Non-foil,false,,,"","",28293,false
"War-Spike Changeling",4,"Creature - Shapeshifter",R,"mor","112",common,null,Owned,Non-foil,false,,,"","",28982,false
"Furystoke Giant",5,"Creature - Giant Warrior",R,"shm","93",rare,null,Owned,Non-foil,false,,,"","",29853,false
"Pyroclast Consul",5,"Creature - Elemental Shaman",R,"mor","96",uncommon,null,Owned,Non-foil,false,,,"","",28970,false
"Thunderblust",5,"Creature - Elemental",R,"eve","63",rare,null,Owned,Non-foil,false,,,"","",30202,false
"Lunk Errant",6,"Creature - Giant Warrior",R,"mor","94",common,null,Owned,Non-foil,false,,,"remove","",29016,false
"Sunrise Sovereign",6,"Creature - Giant Warrior",R,"lrw","192",rare,null,Owned,Non-foil,false,,,"remove","",28355,false
"Boldwyr Intimidator",7,"Creature - Giant Warrior",R,"mor","86",uncommon,null,Owned,Non-foil,false,,,"","",29142,false
"Hateflayer",7,"Creature - Elemental",R,"eve","55",rare,null,Owned,Non-foil,false,,,"","",30062,false
"Chandra Nalaar",5,"Legendary Planeswalker - Chandra",R,"lrw","159",rare,null,Owned,Foil,false,,,"","",28439,false
"Crimson Wisps",1,"Instant",R,"shm","88",common,null,Owned,Non-foil,false,,,"","",29449,false
"Kindled Fury",1,"Instant",R,"mor","92",common,null,Owned,Non-foil,false,,,"","",29008,false
"Needle Drop",1,"Instant",R,"lrw","186",common,null,Owned,Non-foil,false,,,"","",28673,false
"Shard Volley",1,"Instant",R,"mor","103",common,null,Owned,Non-foil,false,,,"","",29098,false
"Tarfire",1,"Kindred Instant - Goblin",R,"lrw","194",common,null,Owned,Non-foil,false,,,"","",28299,false
"Blades of Velis Vel",2,"Kindred Instant - Shapeshifter",R,"lrw","152",common,null,Owned,Non-foil,false,,,"","",28303,false
"Lash Out",2,"Instant",R,"lrw","183",common,null,Owned,Non-foil,false,,,"multiples","",28687,false
"Puncture Bolt",2,"Instant",R,"shm","102",common,null,Owned,Non-foil,false,,,"","",29457,false
"Release the Ants",2,"Instant",R,"mor","98",uncommon,null,Owned,Non-foil,false,,,"","",29028,false
"Smash to Smithereens",2,"Instant",R,"shm","107",common,null,Owned,Non-foil,false,,,"","",29769,false
"Flame Javelin",3,"Instant",R,"shm","92",uncommon,null,Owned,Non-foil,false,,,"","",29425,false
"Puncture Blast",3,"Instant",R,"eve","60",common,null,Owned,Non-foil,false,,,"","",30038,false
"Flame Jab",1,"Sorcery",R,"eve","53",common,null,Owned,Non-foil,false,,,"","",30094,false
"Titan's Revenge",2,"Sorcery",R,"mor","110",rare,null,Owned,Non-foil,false,,,"","",29000,false
"Burn Trail",4,"Sorcery",R,"shm","86",common,null,Owned,Non-foil,false,,,"","",29785,false
"Giant's Ire",4,"Kindred Sorcery - Giant",R,"lrw","170",common,null,Owned,Non-foil,false,,,"","",28301,false
"Roar of the Crowd",4,"Sorcery",R,"mor","100",common,null,Owned,Non-foil,false,,,"","",29184,false
"Incendiary Command",5,"Sorcery",R,"lrw","179",rare,null,Owned,Non-foil,false,,,"","",28509,false
"Bloodshed Fever",1,"Enchantment - Aura",R,"shm","84",common,null,Owned,Non-foil,false,,,"","",29851,false
"Ashling's Prerogative",2,"Enchantment",R,"lrw","150",rare,null,Owned,Non-foil,false,,,"","",28745,false
"Fiery Bombardment",2,"Enchantment",R,"eve","52",rare,null,Owned,Non-foil,false,,,"","",30158,false
"Power of Fire",2,"Enchantment - Aura",R,"shm","101",common,null,Owned,Non-foil,false,,,"","",29615,false
"Knollspine Invocation",3,"Enchantment",R,"shm","99",rare,null,Owned,Non-foil,false,,,"","",29663,false
"Shared Animosity",3,"Enchantment",R,"mor","104",rare,null,Owned,Non-foil,false,,,"","",29242,false
"Elemental Mastery",4,"Enchantment - Aura",R,"shm","90",rare,null,Owned,Non-foil,false,,,"","",29463,false
"Rage Reflection",6,"Enchantment",R,"shm","104",rare,null,Owned,Non-foil,false,,,"","",29475,false
"Vivid Crag",0,"Land",,"lrw","275",uncommon,Red,Owned,Non-foil,false,,,"","",28521,false
"Vivid Crag",0,"Land",,"lrw","275",uncommon,Red,Owned,Non-foil,false,,,"","",28521,false
"Vivid Crag",0,"Land",,"lrw","275",uncommon,Red,Owned,Non-foil,false,,,"","",28521,false
"Vivid Crag",0,"Land",R,"lrw","275",uncommon,Red,Owned,Non-foil,false,,,"","",28521,false
"Vivid Crag",0,"Land",R,"lrw","275",uncommon,Red,Owned,Non-foil,false,,,"","",28521,false
"Vivid Crag",0,"Land",R,"lrw","275",uncommon,Red,Owned,Non-foil,false,,,"","",28521,false
"Vivid Crag",0,"Land",R,"lrw","275",uncommon,Red,Owned,Non-foil,false,,,"","",28521,false
"Elvish Handservant",1,"Creature - Elf Warrior",G,"lrw","206",common,null,Owned,Non-foil,false,,,"","",28709,false
"Glimmer Bairn",1,"Creature - Ouphe",G,"mh2","163",common,null,Owned,Non-foil,false,,,"","",90703,false
"Heritage Druid",1,"Creature - Elf Druid",G,"mor","126",uncommon,null,Owned,Non-foil,false,,,"","",29004,false
"Nettle Sentinel",1,"Creature - Elf Warrior",G,"eve","71",common,null,Owned,Non-foil,false,,,"","",29974,false
"Nurturer Initiate",1,"Creature - Elf Shaman",G,"shm","124",common,null,Owned,Non-foil,false,,,"","",29381,false
"Treefolk Harbinger",1,"Creature - Treefolk Druid",G,"lrw","239",uncommon,null,Owned,Non-foil,false,,,"","",28317,false
"Twinblade Slasher",1,"Creature - Elf Warrior",G,"eve","79",uncommon,null,Owned,Non-foil,false,,,"","",30102,false
"Bosk Banneret",2,"Creature - Treefolk Shaman",G,"mor","114",common,null,Owned,Non-foil,false,,,"","",29006,false
"Bramblewood Paragon",2,"Creature - Elf Warrior",G,"mor","115",uncommon,null,Owned,Non-foil,false,,,"","",28968,false
"Briarhorn",2,"Creature - Elemental",G,"lrw","199",uncommon,null,Owned,Non-foil,false,,,"","",28547,false
"Devoted Druid",2,"Creature - Elf Druid",G,"shm","110",common,null,Owned,Non-foil,false,,,"","",29305,false
"Elvish Warrior",2,"Creature - Elf Warrior",G,"mor","120",common,null,Owned,Non-foil,false,,,"","",29156,false
"Juvenile Gloomwidow",2,"Creature - Spider",G,"shm","121",common,null,Owned,Non-foil,false,,,"","",29661,false
"Leaf Gilder",2,"Creature - Elf Druid",G,"lrw","227",common,null,Owned,Non-foil,false,,,"","",28309,false
"Talara's Battalion",2,"Creature - Elf Warrior",G,"eve","77",rare,null,Owned,Non-foil,false,,,"","",30184,false
"Woodland Changeling",2,"Creature - Shapeshifter",G,"lrw","242",common,null,Owned,Non-foil,false,,,"","",28645,false
"Battlewand Oak",3,"Creature - Treefolk Warrior",G,"lrw","197",common,null,Owned,Non-foil,false,,,"","",28513,false
"Elvish Branchbender",3,"Creature - Elf Druid",G,"lrw","204",common,null,Owned,Non-foil,false,,,"","",28695,false
"Elvish Harbinger",3,"Creature - Elf Druid",G,"lrw","207",uncommon,null,Owned,Non-foil,false,,,"","",28307,false
"Fertilid",3,"Creature - Elemental",G,"mor","122",common,null,Owned,Non-foil,false,,,"","",29126,false
"Gilt-Leaf Seer",3,"Creature - Elf Shaman",G,"lrw","215",common,null,Owned,Non-foil,false,,,"","",28637,false
"Hungry Spriggan",3,"Creature - Goblin Warrior",G,"shm","120",common,null,Owned,Non-foil,false,,,"","",29677,false
"Imperious Perfect",3,"Creature - Elf Warrior",G,"lrw","220",uncommon,null,Owned,Non-foil,false,,,"","",28373,false
"Jagged-Scar Archers",3,"Creature - Elf Archer",G,"lrw","222",uncommon,null,Owned,Non-foil,false,,,"","",28413,false
"Kithkin Mourncaller",3,"Creature - Kithkin Scout",G,"lrw","224",uncommon,null,Owned,Non-foil,false,,,"","",28319,false
"Spawnwrithe",3,"Creature - Elemental",G,"shm","129",rare,null,Owned,Non-foil,false,,,"","",29783,false
"Tilling Treefolk",3,"Creature - Treefolk Druid",G,"eve","78",common,null,Owned,Non-foil,false,,,"","",29976,false
"Winnower Patrol",3,"Creature - Elf Warrior",G,"mor","139",common,null,Owned,Non-foil,false,,,"","",29056,false
"Ambassador Oak",4,"Creature - Treefolk Warrior",G,"mor","113",common,null,Owned,Non-foil,false,,,"","",29152,false
"Dauntless Dourbark",4,"Creature - Treefolk Warrior",G,"lrw","203",rare,null,Owned,Non-foil,false,,,"","",28511,false
"Immaculate Magistrate",4,"Creature - Elf Shaman",G,"lrw","219",rare,null,Owned,Non-foil,false,,,"","",28721,false
"Leaf-Crowned Elder",4,"Creature - Treefolk Shaman",G,"mor","128",rare,null,Owned,Non-foil,false,,,"","",28966,false
"Lys Alana Huntmaster",4,"Creature - Elf Warrior",G,"lrw","229",common,null,Owned,Non-foil,false,,,"","",28215,false
"Masked Admirers",4,"Creature - Elf Shaman",G,"lrw","230",rare,null,Owned,Non-foil,false,,,"","",28409,false
"Wickerbough Elder",4,"Creature - Treefolk Shaman",G,"eve","80",common,null,Owned,Non-foil,false,,,"","",29978,false
"Wildslayer Elves",4,"Creature - Elf Warrior",G,"shm","133",common,null,Owned,Non-foil,false,,,"","",29297,false
"Wren's Run Packmaster",4,"Creature - Elf Warrior",G,"lrw","244",rare,null,Owned,Non-foil,false,,,"","",28713,false
"Aerie Ouphes",5,"Creature - Ouphe",G,"eve","65",common,null,Owned,Non-foil,false,,,"remove","",30088,false
"Everbark Shaman",5,"Creature - Treefolk Shaman",G,"mor","121",common,null,Owned,Non-foil,false,,,"","",29140,false
"Game-Trail Changeling",5,"Creature - Shapeshifter",G,"mor","123",common,null,Owned,Non-foil,false,,,"","",28988,false
"Cloudthresher",6,"Creature - Elemental",G,"lrw","202",rare,null,Owned,Non-foil,false,,,"","",28703,false
"Foxfire Oak",6,"Creature - Treefolk Shaman",G,"shm","115",common,Green,Owned,Non-foil,false,,,"remove","",29345,false
"Roughshod Mentor",6,"Creature - Giant Warrior",G,"shm","128",uncommon,null,Owned,Non-foil,false,,,"remove","",29325,false
"Witherscale Wurm",6,"Creature - Wurm",G,"shm","134",rare,null,Owned,Non-foil,false,,,"","",29601,false
"Guardian of Cloverdell",7,"Creature - Treefolk Shaman",G,"lrw","216",uncommon,null,Owned,Non-foil,false,,,"","",28351,false
"Woodfall Primus",8,"Creature - Treefolk Shaman",G,"shm","135",rare,null,Owned,Non-foil,false,,,"","",29589,false
"Garruk Wildspeaker",4,"Legendary Planeswalker - Garruk",G,"lrw","213",rare,null,Owned,Non-foil,false,,,"","",28453,false
"Viridescent Wisps",1,"Instant",G,"shm","132",common,null,Owned,Non-foil,false,,,"","",29819,false
"Deglamer",2,"Instant",G,"mor","118",common,null,Owned,Non-foil,false,,,"","",28952,false
"Earthbrawn",2,"Instant",G,"mor","119",common,null,Owned,Non-foil,false,,,"","",28962,false
"Luminescent Rain",3,"Instant",G,"mor","129",common,null,Owned,Non-foil,false,,,"","",29178,false
"Reach of Branches",5,"Kindred Instant - Treefolk",G,"mor","132",rare,null,Owned,Non-foil,false,,,"","",29216,false
"Gleeful Sabotage",2,"Sorcery",G,"shm","116",common,null,Owned,Non-foil,false,,,"","",29771,false
"Recross the Paths",3,"Sorcery",G,"mor","133",uncommon,null,Owned,Non-foil,false,,,"","",29112,false
"Hunting Triad",4,"Kindred Sorcery - Elf",G,"mor","127",uncommon,null,Owned,Non-foil,false,,,"","",29136,false
"Monstrify",4,"Sorcery",G,"eve","70",common,null,Owned,Non-foil,false,,,"","",30108,false
"Incremental Growth",5,"Sorcery",G,"lrw","221",uncommon,null,Owned,Non-foil,false,,,"","",28757,false
"Primal Command",5,"Sorcery",G,"lrw","233",rare,null,Owned,Non-foil,false,,,"","",28501,false
"Savage Conception",5,"Sorcery",G,"eve","75",uncommon,null,Owned,Non-foil,false,,,"","",30104,false
"Tower Above",6,"Sorcery",G,"shm","131",uncommon,null,Owned,Non-foil,false,,,"","",29607,false
"Howl of the Night Pack",7,"Sorcery",G,"shm","119",uncommon,null,Owned,Non-foil,false,,,"","",29675,false
"Sylvan Echoes",1,"Enchantment",G,"lrw","237",uncommon,null,Owned,Non-foil,false,,,"","",28753,false
"Fertile Ground",2,"Enchantment - Aura",G,"lrw","211",common,null,Owned,Non-foil,false,,,"","",28325,false
"Lignify",2,"Kindred Enchantment - Treefolk Aura",G,"lrw","228",common,null,Owned,Non-foil,false,,,"","",28395,false
"Prismatic Omen",2,"Enchantment",G,"shm","126",rare,null,Owned,Non-foil,false,,,"","",29591,false
"Presence of Gond",3,"Enchantment - Aura",G,"shm","125",common,null,Owned,Non-foil,false,,,"","",29839,false
"Flourishing Defenses",5,"Enchantment",G,"shm","114",uncommon,null,Owned,Non-foil,false,,,"","",29831,false
"Mana Reflection",6,"Enchantment",G,"shm","122",rare,null,Owned,Non-foil,false,,,"","",29497,false
"Vivid Grove",0,"Land",,"lrw","277",uncommon,Green,Owned,Non-foil,false,,,"","",28515,false
"Vivid Grove",0,"Land",,"lrw","277",uncommon,Green,Owned,Non-foil,false,,,"","",28515,false
"Vivid Grove",0,"Land",,"lrw","277",uncommon,Green,Owned,Non-foil,false,,,"","",28515,false
"Vivid Grove",0,"Land",G,"lrw","277",uncommon,Green,Owned,Non-foil,false,,,"","",28515,false
"Vivid Grove",0,"Land",G,"lrw","277",uncommon,Green,Owned,Non-foil,false,,,"","",28515,false
"Vivid Grove",0,"Land",G,"lrw","277",uncommon,Green,Owned,Non-foil,false,,,"","",28515,false
"Vivid Grove",0,"Land",G,"lrw","277",uncommon,Green,Owned,Non-foil,false,,,"","",28515,false
"Heap Doll",1,"Artifact Creature - Scarecrow",,"shm","253",uncommon,null,Owned,Non-foil,false,,,"","",29691,false
"Chainbreaker",2,"Artifact Creature - Scarecrow",,"shm","249",common,null,Owned,Non-foil,false,,,"","",29553,false
"Fang Skulkin",2,"Artifact Creature - Scarecrow",,"eve","168",common,null,Owned,Non-foil,false,,,"","",30250,false
"Pili-Pala",2,"Artifact Creature - Scarecrow",,"shm","258",common,null,Owned,Non-foil,false,,,"","",29531,false
"Hoof Skulkin",3,"Artifact Creature - Scarecrow",,"eve","169",common,null,Owned,Non-foil,false,,,"","",30246,false
"Lurebound Scarecrow",3,"Artifact Creature - Scarecrow",,"shm","256",uncommon,null,Owned,Non-foil,false,,,"","",29695,false
"Scuttlemutt",3,"Artifact Creature - Scarecrow",,"shm","263",common,null,Owned,Non-foil,false,,,"","",29405,false
"Tatterkite",3,"Artifact Creature - Scarecrow",,"shm","264",uncommon,null,Owned,Non-foil,false,,,"","",29373,false
"Wingrattle Scarecrow",3,"Artifact Creature - Scarecrow",,"shm","270",common,null,Owned,Non-foil,false,,,"","",29583,false
"Lockjaw Snapper",4,"Artifact Creature - Scarecrow",,"shm","255",uncommon,null,Owned,Non-foil,false,,,"","",29709,false
"Scrapbasket",4,"Artifact Creature - Scarecrow",,"shm","262",common,null,Owned,Non-foil,false,,,"","",29573,false
"Watchwing Scarecrow",4,"Artifact Creature - Scarecrow",,"shm","268",common,null,Owned,Non-foil,false,,,"","",29577,false
"Antler Skulkin",5,"Artifact Creature - Scarecrow",,"eve","167",common,null,Owned,Non-foil,false,,,"","",30244,false
"Blazethorn Scarecrow",5,"Artifact Creature - Scarecrow",,"shm","246",common,null,Owned,Non-foil,false,,,"","",29581,false
"Wicker Warcrawler",5,"Artifact Creature - Scarecrow",,"shm","269",uncommon,null,Owned,Non-foil,false,,,"","",29707,false
"Rattleblaze Scarecrow",6,"Artifact Creature - Scarecrow",,"shm","259",common,null,Owned,Non-foil,false,,,"","",29579,false
"Thornwatch Scarecrow",6,"Artifact Creature - Scarecrow",,"shm","265",common,null,Owned,Non-foil,false,,,"","",29585,false
"Grim Poppet",7,"Artifact Creature - Scarecrow",,"shm","252",rare,null,Owned,Non-foil,false,,,"","",29485,false
"Runed Stalactite",1,"Artifact - Equipment",,"lrw","260",common,null,Owned,Non-foil,false,,,"","",28331,false
"Springleaf Drum",1,"Artifact",,"lrw","261",common,null,Owned,Non-foil,false,,,"","",28333,false
"Wanderer's Twig",1,"Artifact",,"lrw","265",common,null,Owned,Non-foil,false,,,"","",28335,false
"Blight Sickle",2,"Artifact - Equipment",,"shm","247",common,null,Owned,Non-foil,false,,,"","",29293,false
"Elsewhere Flask",2,"Artifact",,"shm","250",common,null,Owned,Non-foil,false,,,"","",29289,false
"Revelsong Horn",2,"Artifact",,"shm","261",uncommon,null,Owned,Non-foil,false,,,"","",29443,false
"Trip Noose",2,"Artifact",,"shm","266",uncommon,null,Owned,Non-foil,false,,,"","",29555,false
"Veteran's Armaments",2,"Kindred Artifact - Soldier Equipment",,"mor","146",uncommon,null,Owned,Non-foil,false,,,"","",29160,false
"Diviner's Wand",3,"Kindred Artifact - Wizard Equipment",,"mor","142",uncommon,null,Ordered,Non-foil,false,,,"","",29218,false
"Umbral Mantle",3,"Artifact - Equipment",,"shm","267",uncommon,null,Owned,Non-foil,false,,,"","",29639,false
"Gnarled Effigy",4,"Artifact",,"shm","251",uncommon,null,Owned,Non-foil,false,,,"","",29421,false
"Cauldron of Souls",5,"Artifact",,"shm","248",rare,null,Owned,Non-foil,false,,,"","",29599,false
"Illuminated Folio",5,"Artifact",,"shm","254",uncommon,null,Owned,Non-foil,false,,,"","",29437,false
"Ward of Bones",6,"Artifact",,"eve","174",rare,null,Owned,Non-foil,false,,,"","",30278,false
"Reaper King",5,"Legendary Artifact Creature - Scarecrow",BGRUW,"sld","9",mythic,Colorless,Owned,Foil,false,,,"","",79038,false
"Primal Beyond",0,"Land",,"mor","149",rare,Colorless,Owned,Non-foil,false,,,"","",29212,false
"Reflecting Pool",0,"Land",,"shm","278",rare,Colorless,Owned,Non-foil,false,,,"","",29613,false
"Shimmering Grotto",0,"Land",,"lrw","273",common,Colorless,Owned,Non-foil,false,,,"","",28489,false
"Springjack Pasture",0,"Land",,"eve","179",rare,Colorless,Owned,Non-foil,false,,,"","",30224,false
"Zealous Guardian",1,"Creature - Kithkin Soldier",UW,"shm","157",common,null,Owned,Non-foil,false,,,"","",29371,false
"Curse of Chains",2,"Enchantment - Aura",UW,"shm","139",common,null,Owned,Non-foil,false,,,"","",29461,false
"Mistmeadow Witch",2,"Creature - Kithkin Wizard",UW,"shm","144",uncommon,null,Owned,Non-foil,false,,,"","",29733,false
"Puresight Merrow",2,"Creature - Merfolk Wizard",UW,"shm","146",uncommon,null,Owned,Non-foil,false,,,"","",29799,false
"Somnomancer",2,"Creature - Kithkin Wizard",UW,"shm","149",common,null,Owned,Non-foil,false,,,"","",29541,false
"Sygg, River Guide",2,"Legendary Creature - Merfolk Wizard",UW,"lrw","251",rare,null,Owned,Non-foil,false,,,"","",28437,false
"Turn to Mist",2,"Instant",UW,"shm","155",common,null,Owned,Non-foil,false,,,"","",29807,false
"Augury Adept",3,"Creature - Kithkin Wizard",UW,"shm","137",rare,null,Owned,Non-foil,false,,,"","",29545,false
"Plumeveil",3,"Creature - Elemental",UW,"shm","145",uncommon,null,Owned,Non-foil,false,,,"","",29665,false
"Silkbind Faerie",3,"Creature - Faerie Rogue",UW,"shm","148",common,null,Owned,Non-foil,false,,,"","",29369,false
"Aethertow",4,"Instant",UW,"shm","136",common,null,Owned,Non-foil,false,,,"","",29805,false
"Mirrorweave",4,"Instant",UW,"shm","143",rare,null,Owned,Non-foil,false,,,"","",29659,false
"Repel Intruders",4,"Instant",UW,"shm","147",uncommon,null,Owned,Non-foil,false,,,"","",29825,false
"Swans of Bryn Argoll",4,"Creature - Bird Spirit",UW,"shm","151",rare,null,Owned,Non-foil,false,,,"","",29503,false
"Thoughtweft Gambit",6,"Instant",UW,"shm","154",uncommon,null,Owned,Non-foil,false,,,"","",29431,false
"Dream Salvage",1,"Instant",BU,"shm","160",uncommon,null,Owned,Non-foil,false,,,"","",29849,false
"Memory Sluice",1,"Sorcery",BU,"shm","170",common,null,Owned,Non-foil,false,,,"multiples","",29821,false
"Oona's Gatewarden",1,"Creature - Faerie Soldier",BU,"shm","173",common,null,Owned,Non-foil,false,,,"","",29327,false
"Fate Transfer",2,"Instant",BU,"shm","161",common,null,Owned,Non-foil,false,,,"","",29549,false
"Inkfathom Witch",2,"Creature - Merfolk Wizard",BU,"shm","168",uncommon,null,Owned,Non-foil,false,,,"","",29729,false
"Scarscale Ritual",2,"Sorcery",BU,"shm","175",common,null,Owned,Non-foil,false,,,"","",29693,false
"Sygg, River Cutthroat",2,"Legendary Creature - Merfolk Rogue",BU,"shm","176",rare,null,Owned,Non-foil,false,,,"","",29525,false
"Memory Plunder",4,"Instant",BU,"shm","169",rare,null,Owned,Non-foil,false,,,"","",29489,false
"River's Grasp",4,"Sorcery",BU,"shm","174",uncommon,null,Owned,Non-foil,false,,,"","",29813,false
"Gravelgill Axeshark",5,"Creature - Merfolk Soldier",BU,"shm","164",common,null,Owned,Non-foil,false,,,"remove","",29311,false
"Oona, Queen of the Fae",6,"Legendary Creature - Faerie Wizard",BU,"shm","172",rare,null,Owned,Non-foil,false,,,"","",29597,false
"Manaforge Cinder",1,"Creature - Elemental Shaman",BR,"shm","191",common,null,Owned,Non-foil,false,,,"","",29731,false
"Scar",1,"Instant",BR,"shm","194",common,null,Owned,Non-foil,false,,,"","",29393,false
"Spiteflame Witch",2,"Creature - Elemental Shaman",BR,"shm","197",uncommon,null,Owned,Non-foil,false,,,"","",29357,false
"Murderous Redcap",4,"Creature - Goblin Assassin",BR,"shm","192",uncommon,null,Owned,Non-foil,false,,,"","",29623,false
"Poison the Well",4,"Sorcery",BR,"shm","193",common,null,Owned,Non-foil,false,,,"","",29563,false
"Wort, Boggart Auntie",4,"Legendary Creature - Goblin Shaman",BR,"lrw","252",rare,null,Owned,Non-foil,false,,,"","",28399,false
"Kulrath Knight",5,"Creature - Elemental Knight",BR,"shm","190",uncommon,null,Owned,Non-foil,false,,,"","",29557,false
"Torrent of Souls",5,"Sorcery",BR,"shm","199",uncommon,null,Owned,Non-foil,false,,,"","",29894,false
"Traitor's Roar",5,"Sorcery",BR,"shm","200",common,null,Owned,Non-foil,false,,,"","",29801,false
"Scuzzback Scrapper",1,"Creature - Goblin Warrior",GR,"shm","217",common,null,Owned,Non-foil,false,,,"","",29397,false
"Tattermunge Maniac",1,"Creature - Goblin Warrior",GR,"shm","219",uncommon,null,Owned,Non-foil,false,,,"","",29533,false
"Manamorphose",2,"Instant",GR,"shm","211",common,null,Owned,Non-foil,false,,,"","",29653,false
"Boggart Ram-Gang",3,"Creature - Goblin Warrior",GR,"shm","203",uncommon,null,Owned,Non-foil,false,,,"","",29655,false
"Giantbaiting",3,"Sorcery",GR,"shm","207",common,null,Owned,Non-foil,false,,,"","",29793,false
"Scuzzback Marauders",5,"Creature - Goblin Warrior",GR,"shm","216",common,null,Owned,Non-foil,false,,,"","",29705,false
"Valleymaker",6,"Creature - Giant Shaman",GR,"shm","221",rare,null,Owned,Non-foil,false,,,"","",29855,false
"Loamdragger Giant",7,"Creature - Giant Warrior",GR,"shm","210",common,null,Owned,Non-foil,false,,,"remove","",29349,false
"Barkshell Blessing",1,"Instant",GW,"shm","224",common,null,Owned,Non-foil,false,,,"","",29845,false
"Rhys the Redeemed",1,"Legendary Creature - Elf Warrior",GW,"shm","237",rare,null,Owned,Non-foil,false,,,"","",29535,false
"Safewright Quest",1,"Sorcery",GW,"shm","240",common,null,Owned,Non-foil,false,,,"","",29387,false
"Medicine Runner",2,"Creature - Elf Cleric",GW,"shm","230",common,null,Owned,Non-foil,false,,,"","",29331,false
